注：晨光始昏影终以及月出月没时刻均为北京时间；月出或月没时刻中如果小时的数据为55，表明当天没有月出或月没。
青海冷湖：纬度=38:33:14.69N 经度= 93:48:43.18E
          天文晨光始  航海晨光始  民用晨光始  民用昏影终  航海昏影终  天文昏影终   月出   月没
20210317     06:25       06:56       07:27       20:20       20:51       21:22    09:54  23:37
20210318     06:23       06:54       07:25       20:21       20:52       21:23    10:21  55:37
20210319     06:22       06:53       07:24       20:22       20:53       21:24    10:51  00:36
20210320     06:20       06:51       07:22       20:23       20:54       21:25    11:26  01:35
20210321     06:18       06:50       07:21       20:24       20:55       21:27    12:07  02:34
20210322     06:17       06:48       07:19       20:25       20:56       21:28    12:55  03:30
20210323     06:15       06:46       07:17       20:26       20:57       21:29    13:50  04:23
20210324     06:13       06:45       07:16       20:27       20:58       21:30    14:52  05:10
20210325     06:11       06:43       07:14       20:28       20:59       21:31    15:59  05:53
20210326     06:10       06:42       07:13       20:29       21:00       21:32    17:09  06:30
20210327     06:08       06:40       07:11       20:30       21:01       21:33    18:21  07:04
20210328     06:06       06:38       07:10       20:31       21:02       21:34    19:34  07:35
20210329     06:05       06:37       07:08       20:32       21:03       21:35    20:48  08:05
20210330     06:03       06:35       07:06       20:33       21:04       21:37    22:03  08:36
20210331     06:01       06:33       07:05       20:34       21:05       21:38    23:19  09:09
20210401     05:59       06:32       07:03       20:35       21:06       21:39    55:19  09:46
20210402     05:58       06:30       07:02       20:36       21:07       21:40    00:34  10:29
20210403     05:56       06:28       07:00       20:37       21:08       21:41    01:46  11:19
20210404     05:54       06:27       06:59       20:38       21:10       21:42    02:52  12:15
20210405     05:52       06:25       06:57       20:39       21:11       21:44    03:50  13:18
20210406     05:51       06:24       06:55       20:40       21:12       21:45    04:38  14:23
20210407     05:49       06:22       06:54       20:41       21:13       21:46    05:17  15:28
20210408     05:47       06:20       06:52       20:42       21:14       21:47    05:51  16:32
20210409     05:45       06:19       06:51       20:43       21:15       21:48    06:19  17:33
20210410     05:44       06:17       06:49       20:44       21:16       21:50    06:45  18:33
20210411     05:42       06:15       06:48       20:45       21:17       21:51    07:09  19:32
20210412     05:40       06:14       06:46       20:46       21:18       21:52    07:33  20:31
20210413     05:38       06:12       06:45       20:47       21:19       21:53    07:57  21:29
20210414     05:37       06:11       06:43       20:48       21:20       21:55    08:23  22:28
20210415     05:35       06:09       06:42       20:49       21:22       21:56    08:51  23:27
20210416     05:33       06:07       06:40       20:50       21:23       21:57    09:24  55:27
20210417     05:31       06:06       06:39       20:51       21:24       21:58    10:02  00:26
20210418     05:30       06:04       06:37       20:52       21:25       22:00    10:47  01:23
20210419     05:28       06:03       06:36       20:53       21:26       22:01    11:39  02:16
20210420     05:26       06:01       06:34       20:54       21:27       22:02    12:37  03:05
20210421     05:24       05:59       06:33       20:55       21:28       22:04    13:40  03:48
20210422     05:23       05:58       06:31       20:56       21:29       22:05    14:47  04:27
20210423     05:21       05:56       06:30       20:57       21:31       22:06    15:56  05:01
20210424     05:19       05:55       06:29       20:58       21:32       22:08    17:07  05:32
20210425     05:18       05:53       06:27       20:59       21:33       22:09    18:20  06:02
20210426     05:16       05:52       06:26       21:00       21:34       22:10    19:35  06:32
20210427     05:14       05:50       06:24       21:01       21:35       22:12    20:52  07:03
20210428     05:13       05:49       06:23       21:02       21:36       22:13    22:10  07:38
20210429     05:11       05:47       06:22       21:03       21:38       22:14    23:27  08:19
20210430     05:09       05:46       06:21       21:04       21:39       22:16    55:27  09:07
20210501     05:08       05:45       06:19       21:05       21:40       22:17    00:39  10:04
20210502     05:06       05:43       06:18       21:06       21:41       22:18    01:43  11:06
20210503     05:04       05:42       06:17       21:07       21:42       22:20    02:36  12:13
20210504     05:03       05:40       06:16       21:08       21:43       22:21    03:19  13:19
20210505     05:01       05:39       06:14       21:09       21:45       22:23    03:54  14:24
20210506     05:00       05:38       06:13       21:10       21:46       22:24    04:24  15:27
20210507     04:58       05:36       06:12       21:11       21:47       22:25    04:50  16:27
20210508     04:57       05:35       06:11       21:12       21:48       22:27    05:15  17:26
20210509     04:55       05:34       06:10       21:13       21:49       22:28    05:38  18:24
20210510     04:54       05:33       06:09       21:14       21:50       22:30    06:01  19:22
20210511     04:52       05:31       06:08       21:15       21:52       22:31    06:26  20:21
20210512     04:51       05:30       06:06       21:16       21:53       22:32    06:54  21:20
20210513     04:50       05:29       06:05       21:17       21:54       22:34    07:25  22:19
20210514     04:48       05:28       06:04       21:18       21:55       22:35    08:01  23:17
20210515     04:47       05:27       06:03       21:19       21:56       22:36    08:44  55:17
20210516     04:45       05:26       06:03       21:20       21:57       22:38    09:33  00:12
20210517     04:44       05:25       06:02       21:21       21:58       22:39    10:28  01:02
20210518     04:43       05:24       06:01       21:22       21:59       22:40    11:29  01:47
20210519     04:42       05:23       06:00       21:23       22:01       22:42    12:33  02:26
20210520     04:40       05:22       05:59       21:24       22:02       22:43    13:40  03:00
20210521     04:39       05:21       05:58       21:25       22:03       22:44    14:47  03:31
20210522     04:38       05:20       05:57       21:26       22:04       22:46    15:57  04:00
20210523     04:37       05:19       05:57       21:27       22:05       22:47    17:09  04:29
20210524     04:36       05:18       05:56       21:28       22:06       22:48    18:23  04:59
20210525     04:35       05:17       05:55       21:29       22:07       22:49    19:40  05:31
20210526     04:34       05:16       05:55       21:30       22:08       22:51    20:59  06:08
20210527     04:33       05:16       05:54       21:30       22:09       22:52    22:16  06:53
20210528     04:32       05:15       05:53       21:31       22:10       22:53    23:26  07:46
20210529     04:31       05:14       05:53       21:32       22:11       22:54    55:26  08:48
20210530     04:30       05:14       05:52       21:33       22:12       22:55    00:26  09:55
20210531     04:29       05:13       05:52       21:34       22:12       22:56    01:15  11:05
20210601     04:29       05:12       05:51       21:34       22:13       22:57    01:54  12:13
20210602     04:28       05:12       05:51       21:35       22:14       22:58    02:27  13:18
20210603     04:27       05:11       05:50       21:36       22:15       22:59    02:55  14:20
20210604     04:26       05:11       05:50       21:36       22:16       23:00    03:20  15:20
20210605     04:26       05:10       05:50       21:37       22:17       23:01    03:43  16:18
20210606     04:25       05:10       05:49       21:38       22:17       23:02    04:06  17:16
20210607     04:25       05:10       05:49       21:38       22:18       23:03    04:31  18:14
20210608     04:24       05:09       05:49       21:39       22:19       23:04    04:57  19:13
20210609     04:24       05:09       05:49       21:40       22:19       23:04    05:27  20:13
20210610     04:24       05:09       05:48       21:40       22:20       23:05    06:02  21:11
20210611     04:23       05:09       05:48       21:41       22:21       23:06    06:42  22:08
20210612     04:23       05:08       05:48       21:41       22:21       23:07    07:29  23:00
20210613     04:23       05:08       05:48       21:42       22:22       23:07    08:23  23:46
20210614     04:23       05:08       05:48       21:42       22:22       23:08    09:22  55:46
20210615     04:22       05:08       05:48       21:42       22:23       23:08    10:25  00:27
20210616     04:22       05:08       05:48       21:43       22:23       23:09    11:30  01:02
20210617     04:22       05:08       05:48       21:43       22:23       23:09    12:36  01:34
20210618     04:22       05:08       05:48       21:44       22:24       23:09    13:43  02:03
20210619     04:23       05:08       05:48       21:44       22:24       23:10    14:51  02:30
20210620     04:23       05:09       05:49       21:44       22:24       23:10    16:02  02:58
20210621     04:23       05:09       05:49       21:44       22:24       23:10    17:15  03:28
20210622     04:23       05:09       05:49       21:44       22:25       23:10    18:31  04:01
20210623     04:23       05:09       05:49       21:45       22:25       23:11    19:48  04:41
20210624     04:24       05:10       05:50       21:45       22:25       23:11    21:02  05:29
20210625     04:24       05:10       05:50       21:45       22:25       23:11    22:08  06:27
20210626     04:24       05:10       05:50       21:45       22:25       23:11    23:04  07:33
20210627     04:25       05:11       05:51       21:45       22:25       23:11    23:49  08:43
20210628     04:25       05:11       05:51       21:45       22:25       23:10    55:49  09:54
20210629     04:26       05:12       05:51       21:45       22:25       23:10    00:25  11:03
20210630     04:27       05:12       05:52       21:45       22:25       23:10    00:56  12:08
20210701     04:27       05:13       05:52       21:45       22:24       23:10    01:22  13:10
20210702     04:28       05:13       05:53       21:44       22:24       23:09    01:47  14:09
20210703     04:29       05:14       05:53       21:44       22:24       23:09    02:10  15:08
20210704     04:29       05:14       05:54       21:44       22:24       23:09    02:34  16:06
20210705     04:30       05:15       05:55       21:44       22:23       23:08    03:00  17:05
20210706     04:31       05:16       05:55       21:44       22:23       23:07    03:28  18:05
20210707     04:32       05:16       05:56       21:43       22:22       23:07    04:01  19:04
20210708     04:33       05:17       05:56       21:43       22:22       23:06    04:40  20:01
20210709     04:34       05:18       05:57       21:42       22:22       23:06    05:25  20:55
20210710     04:35       05:19       05:58       21:42       22:21       23:05    06:17  21:44
20210711     04:36       05:20       05:59       21:42       22:20       23:04    07:15  22:27
20210712     04:37       05:20       05:59       21:41       22:20       23:03    08:18  23:04
20210713     04:38       05:21       06:00       21:41       22:19       23:03    09:23  23:37
20210714     04:39       05:22       06:01       21:40       22:18       23:02    10:29  55:37
20210715     04:40       05:23       06:02       21:39       22:18       23:01    11:35  00:06
20210716     04:41       05:24       06:02       21:39       22:17       23:00    12:42  00:34
20210717     04:42       05:25       06:03       21:38       22:16       22:59    13:50  01:01
20210718     04:43       05:26       06:04       21:37       22:15       22:58    15:00  01:29
20210719     04:45       05:27       06:05       21:37       22:15       22:57    16:13  02:00
20210720     04:46       05:28       06:06       21:36       22:14       22:56    17:27  02:36
20210721     04:47       05:29       06:07       21:35       22:13       22:54    18:41  03:18
20210722     04:48       05:30       06:08       21:34       22:12       22:53    19:49  04:10
20210723     04:50       05:31       06:08       21:34       22:11       22:52    20:49  05:12
20210724     04:51       05:32       06:09       21:33       22:10       22:51    21:39  06:20
20210725     04:52       05:33       06:10       21:32       22:09       22:50    22:20  07:32
20210726     04:53       05:34       06:11       21:31       22:08       22:48    22:53  08:42
20210727     04:55       05:35       06:12       21:30       22:07       22:47    23:22  09:50
20210728     04:56       05:36       06:13       21:29       22:06       22:46    23:48  10:55
20210729     04:57       05:37       06:14       21:28       22:04       22:44    55:48  11:57
20210730     04:59       05:38       06:15       21:27       22:03       22:43    00:12  12:57
20210731     05:00       05:40       06:16       21:26       22:02       22:41    00:36  13:56
20210801     05:01       05:41       06:17       21:25       22:01       22:40    01:01  14:55
20210802     05:03       05:42       06:18       21:24       22:00       22:38    01:29  15:55
20210803     05:04       05:43       06:19       21:23       21:58       22:37    02:00  16:54
20210804     05:05       05:44       06:20       21:21       21:57       22:35    02:36  17:52
20210805     05:07       05:45       06:21       21:20       21:56       22:34    03:19  18:48
20210806     05:08       05:46       06:22       21:19       21:54       22:32    04:08  19:39
20210807     05:09       05:47       06:23       21:18       21:53       22:31    05:05  20:24
20210808     05:11       05:48       06:24       21:17       21:52       22:29    06:07  21:04
20210809     05:12       05:50       06:25       21:15       21:50       22:28    07:13  21:38
20210810     05:13       05:51       06:26       21:14       21:49       22:26    08:20  22:09
20210811     05:15       05:52       06:27       21:13       21:47       22:24    09:27  22:37
20210812     05:16       05:53       06:27       21:11       21:46       22:23    10:35  23:04
20210813     05:17       05:54       06:28       21:10       21:44       22:21    11:43  23:32
20210814     05:18       05:55       06:29       21:09       21:43       22:19    12:52  55:32
20210815     05:20       05:56       06:30       21:07       21:41       22:18    14:03  00:02
20210816     05:21       05:57       06:31       21:06       21:40       22:16    15:16  00:35
20210817     05:22       05:58       06:32       21:05       21:38       22:14    16:28  01:15
20210818     05:24       05:59       06:33       21:03       21:37       22:13    17:37  02:02
20210819     05:25       06:01       06:34       21:02       21:35       22:11    18:39  02:58
20210820     05:26       06:02       06:35       21:00       21:34       22:09    19:31  04:02
20210821     05:27       06:03       06:36       20:59       21:32       22:07    20:14  05:12
20210822     05:29       06:04       06:37       20:57       21:31       22:06    20:50  06:23
20210823     05:30       06:05       06:38       20:56       21:29       22:04    21:21  07:32
20210824     05:31       06:06       06:39       20:54       21:27       22:02    21:48  08:38
20210825     05:32       06:07       06:40       20:53       21:26       22:00    22:13  09:42
20210826     05:34       06:08       06:41       20:51       21:24       21:59    22:37  10:43
20210827     05:35       06:09       06:42       20:50       21:23       21:57    23:02  11:44
20210828     05:36       06:10       06:43       20:48       21:21       21:55    23:28  12:44
20210829     05:37       06:11       06:44       20:47       21:19       21:53    23:58  13:43
20210830     05:38       06:12       06:45       20:45       21:18       21:51    55:58  14:43
20210831     05:40       06:13       06:46       20:44       21:16       21:50    00:32  15:42
20210901     05:41       06:14       06:47       20:42       21:14       21:48    01:11  16:38
20210902     05:42       06:15       06:48       20:41       21:13       21:46    01:58  17:31
20210903     05:43       06:16       06:49       20:39       21:11       21:44    02:52  18:18
20210904     05:44       06:17       06:49       20:37       21:09       21:42    03:52  19:00
20210905     05:45       06:18       06:50       20:36       21:08       21:41    04:57  19:36
20210906     05:46       06:19       06:51       20:34       21:06       21:39    06:04  20:09
20210907     05:47       06:20       06:52       20:33       21:04       21:37    07:12  20:38
20210908     05:49       06:21       06:53       20:31       21:03       21:35    08:22  21:06
20210909     05:50       06:22       06:54       20:29       21:01       21:34    09:31  21:34
20210910     05:51       06:23       06:55       20:28       20:59       21:32    10:42  22:03
20210911     05:52       06:24       06:56       20:26       20:58       21:30    11:54  22:36
20210912     05:53       06:25       06:57       20:25       20:56       21:28    13:07  23:14
20210913     05:54       06:26       06:58       20:23       20:54       21:26    14:20  23:58
20210914     05:55       06:27       06:59       20:21       20:53       21:25    15:30  55:58
20210915     05:56       06:28       06:59       20:20       20:51       21:23    16:33  00:51
20210916     05:57       06:29       07:00       20:18       20:49       21:21    17:27  01:52
20210917     05:58       06:30       07:01       20:17       20:48       21:19    18:13  02:59
20210918     05:59       06:31       07:02       20:15       20:46       21:18    18:50  04:08
20210919     06:00       06:32       07:03       20:13       20:44       21:16    19:21  05:17
20210920     06:01       06:33       07:04       20:12       20:43       21:14    19:49  06:24
20210921     06:02       06:34       07:05       20:10       20:41       21:13    20:14  07:28
20210922     06:03       06:35       07:06       20:08       20:39       21:11    20:38  08:30
20210923     06:04       06:36       07:07       20:07       20:38       21:09    21:03  09:31
20210924     06:05       06:37       07:08       20:05       20:36       21:07    21:28  10:32
20210925     06:06       06:38       07:08       20:04       20:35       21:06    21:56  11:32
20210926     06:07       06:39       07:09       20:02       20:33       21:04    22:28  12:32
20210927     06:08       06:39       07:10       20:01       20:31       21:02    23:06  13:31
20210928     06:09       06:40       07:11       19:59       20:30       21:01    23:49  14:29
20210929     06:10       06:41       07:12       19:57       20:28       20:59    55:49  15:22
20210930     06:11       06:42       07:13       19:56       20:27       20:58    00:39  16:11
20211001     06:12       06:43       07:14       19:54       20:25       20:56    01:36  16:55
20211002     06:13       06:44       07:15       19:53       20:23       20:54    02:38  17:33
20211003     06:14       06:45       07:16       19:51       20:22       20:53    03:44  18:06
20211004     06:15       06:46       07:17       19:50       20:20       20:51    04:52  18:37
20211005     06:16       06:47       07:18       19:48       20:19       20:50    06:01  19:05
20211006     06:17       06:48       07:19       19:47       20:17       20:48    07:11  19:33
20211007     06:18       06:49       07:19       19:45       20:16       20:47    08:23  20:02
20211008     06:19       06:50       07:20       19:44       20:14       20:45    09:37  20:34
20211009     06:20       06:51       07:21       19:42       20:13       20:44    10:53  21:11
20211010     06:21       06:51       07:22       19:41       20:11       20:42    12:09  21:54
20211011     06:22       06:52       07:23       19:39       20:10       20:41    13:22  22:45
20211012     06:23       06:53       07:24       19:38       20:08       20:39    14:29  23:45
20211013     06:24       06:54       07:25       19:36       20:07       20:38    15:26  55:45
20211014     06:24       06:55       07:26       19:35       20:06       20:36    16:13  00:51
20211015     06:25       06:56       07:27       19:34       20:04       20:35    16:52  01:59
20211016     06:26       06:57       07:28       19:32       20:03       20:34    17:25  03:07
20211017     06:27       06:58       07:29       19:31       20:02       20:32    17:53  04:14
20211018     06:28       06:59       07:30       19:29       20:00       20:31    18:18  05:18
20211019     06:29       07:00       07:31       19:28       19:59       20:30    18:42  06:20
20211020     06:30       07:01       07:32       19:27       19:58       20:28    19:05  07:21
20211021     06:31       07:02       07:33       19:25       19:56       20:27    19:30  08:21
20211022     06:32       07:03       07:34       19:24       19:55       20:26    19:57  09:21
20211023     06:33       07:04       07:35       19:23       19:54       20:25    20:27  10:22
20211024     06:34       07:05       07:36       19:22       19:53       20:23    21:02  11:22
20211025     06:35       07:06       07:37       19:20       19:51       20:22    21:43  12:20
20211026     06:36       07:07       07:38       19:19       19:50       20:21    22:30  13:15
20211027     06:37       07:08       07:39       19:18       19:49       20:20    23:24  14:06
20211028     06:38       07:08       07:40       19:17       19:48       20:19    55:24  14:51
20211029     06:39       07:09       07:41       19:16       19:47       20:18    00:23  15:30
20211030     06:40       07:10       07:42       19:15       19:46       20:17    01:26  16:04
20211031     06:40       07:11       07:43       19:14       19:45       20:16    02:31  16:35
20211101     06:41       07:12       07:44       19:12       19:44       20:15    03:38  17:03
20211102     06:42       07:13       07:45       19:11       19:43       20:14    04:47  17:31
20211103     06:43       07:14       07:46       19:10       19:42       20:13    05:57  17:59
20211104     06:44       07:15       07:47       19:09       19:41       20:12    07:11  18:29
20211105     06:45       07:16       07:48       19:08       19:40       20:11    08:27  19:04
20211106     06:46       07:17       07:49       19:07       19:39       20:10    09:45  19:45
20211107     06:47       07:18       07:50       19:07       19:38       20:09    11:03  20:34
20211108     06:48       07:19       07:51       19:06       19:37       20:08    12:16  21:33
20211109     06:49       07:20       07:52       19:05       19:36       20:08    13:20  22:39
20211110     06:50       07:21       07:53       19:04       19:36       20:07    14:12  23:49
20211111     06:51       07:22       07:54       19:03       19:35       20:06    14:54  55:49
20211112     06:52       07:23       07:55       19:02       19:34       20:05    15:29  00:59
20211113     06:53       07:24       07:56       19:02       19:34       20:05    15:58  02:06
20211114     06:54       07:25       07:57       19:01       19:33       20:04    16:23  03:11
20211115     06:55       07:26       07:58       19:00       19:32       20:04    16:47  04:13
20211116     06:56       07:27       07:59       18:59       19:32       20:03    17:10  05:13
20211117     06:57       07:28       08:00       18:59       19:31       20:02    17:34  06:13
20211118     06:57       07:29       08:01       18:58       19:30       20:02    18:00  07:13
20211119     06:58       07:30       08:02       18:58       19:30       20:01    18:29  08:13
20211120     06:59       07:31       08:03       18:57       19:29       20:01    19:02  09:13
20211121     07:00       07:32       08:04       18:57       19:29       20:01    19:41  10:13
20211122     07:01       07:33       08:05       18:56       19:29       20:00    20:25  11:09
20211123     07:02       07:34       08:06       18:56       19:28       20:00    21:17  12:02
20211124     07:03       07:35       08:07       18:55       19:28       20:00    22:13  12:48
20211125     07:04       07:36       08:08       18:55       19:27       19:59    23:14  13:29
20211126     07:05       07:37       08:09       18:55       19:27       19:59    55:14  14:04
20211127     07:06       07:37       08:10       18:54       19:27       19:59    00:17  14:35
20211128     07:07       07:38       08:11       18:54       19:27       19:59    01:21  15:03
20211129     07:07       07:39       08:12       18:54       19:26       19:58    02:27  15:30
20211130     07:08       07:40       08:13       18:53       19:26       19:58    03:34  15:56
20211201     07:09       07:41       08:14       18:53       19:26       19:58    04:44  16:24
20211202     07:10       07:42       08:15       18:53       19:26       19:58    05:57  16:56
20211203     07:11       07:43       08:16       18:53       19:26       19:58    07:14  17:33
20211204     07:12       07:44       08:17       18:53       19:26       19:58    08:33  18:18
20211205     07:12       07:44       08:17       18:53       19:26       19:58    09:51  19:14
20211206     07:13       07:45       08:18       18:53       19:26       19:58    11:02  20:19
20211207     07:14       07:46       08:19       18:53       19:26       19:58    12:02  21:30
20211208     07:15       07:47       08:20       18:53       19:26       19:58    12:50  22:43
20211209     07:15       07:48       08:21       18:53       19:26       19:58    13:29  23:54
20211210     07:16       07:48       08:22       18:53       19:26       19:59    14:00  55:54
20211211     07:17       07:49       08:22       18:53       19:27       19:59    14:28  01:02
20211212     07:18       07:50       08:23       18:54       19:27       19:59    14:52  02:06
20211213     07:18       07:51       08:24       18:54       19:27       19:59    15:15  03:07
20211214     07:19       07:51       08:25       18:54       19:27       20:00    15:39  04:07
20211215     07:20       07:52       08:25       18:54       19:28       20:00    16:04  05:06
20211216     07:20       07:53       08:26       18:55       19:28       20:00    16:31  06:06
20211217     07:21       07:53       08:27       18:55       19:28       20:01    17:03  07:06
20211218     07:21       07:54       08:27       18:55       19:29       20:01    17:40  08:06
20211219     07:22       07:54       08:28       18:56       19:29       20:02    18:23  09:03
20211220     07:23       07:55       08:28       18:56       19:30       20:02    19:12  09:57
20211221     07:23       07:55       08:29       18:57       19:30       20:02    20:07  10:46
20211222     07:24       07:56       08:29       18:57       19:31       20:03    21:07  11:29
20211223     07:24       07:56       08:30       18:58       19:31       20:03    22:09  12:05
20211224     07:25       07:57       08:30       18:58       19:32       20:04    23:12  12:37
20211225     07:25       07:57       08:31       18:59       19:32       20:05    55:12  13:06
20211226     07:25       07:58       08:31       19:00       19:33       20:05    00:16  13:32
20211227     07:26       07:58       08:31       19:00       19:34       20:06    01:20  13:57
20211228     07:26       07:58       08:32       19:01       19:34       20:06    02:26  14:23
20211229     07:26       07:59       08:32       19:02       19:35       20:07    03:35  14:52
20211230     07:27       07:59       08:32       19:02       19:36       20:08    04:47  15:25
20211231     07:27       07:59       08:32       19:03       19:36       20:09    06:03  16:04
